-47.0,-67.0,-73.0,-64.0,-60.0,2
-54.0,-63.0,-70.0,-66.0,-66.0,2
-49.0,-57.0,-65.0,-65.0,-58.0,3
-57.0,-57.0,-65.0,-61.0,-56.0,3
-57.0,-56.0,-65.0,-59.0,-52.0,3
-66.0,-52.0,-60.0,-62.0,-57.0,3
-59.0,-48.0,-60.0,-60.0,-60.0,3
-60.0,-52.0,-64.0,-72.0,-56.0,3
-52.0,-55.0,-62.0,-65.0,-51.0,3
-55.0,-51.0,-59.0,-61.0,-50.0,3
-59.0,-47.0,-67.0,-66.0,-47.0,3
-63.0,-47.0,-63.0,-65.0,-48.0,3
-57.0,-54.0,-59.0,-61.0,-55.0,3
-58.0,-47.0,-58.0,-61.0,-55.0,3
-57.0,-49.0,-66.0,-66.0,-54.0,3
-57.0,-51.0,-69.0,-63.0,-56.0,3
-62.0,-53.0,-64.0,-66.0,-57.0,3
-62.0,-46.0,-67.0,-60.0,-65.0,3
-66.0,-45.0,-57.0,-58.0,-64.0,3
-73.0,-64.0,-48.0,-41.0,-71.0,4
-76.0,-71.0,-52.0,-50.0,-70.0,4
-76.0,-68.0,-60.0,-41.0,-78.0,4
-76.0,-71.0,-56.0,-49.0,-76.0,4
-72.0,-69.0,-59.0,-45.0,-84.0,4
-80.0,-67.0,-63.0,-45.0,-74.0,4
-73.0,-75.0,-63.0,-35.0,-72.0,4
-76.0,-67.0,-51.0,-36.0,-73.0,4
-71.0,-67.0,-49.0,-38.0,-75.0,4
-74.0,-65.0,-49.0,-38.0,-73.0,4
-70.0,-65.0,-48.0,-38.0,-76.0,4
-67.0,-66.0,-38.0,-57.0,-79.0,5
-75.0,-62.0,-38.0,-56.0,-79.0,5
-73.0,-54.0,-34.0,-60.0,-71.0,5
-72.0,-61.0,-33.0,-60.0,-74.0,5
-73.0,-62.0,-29.0,-62.0,-78.0,5
-77.0,-62.0,-35.0,-56.0,-74.0,5
-77.0,-62.0,-42.0,-54.0,-77.0,5
-76.0,-66.0,-52.0,-53.0,-79.0,5
-72.0,-70.0,-52.0,-56.0,-75.0,5
-78.0,-66.0,-47.0,-52.0,-75.0,5
-78.0,-74.0,-47.0,-56.0,-75.0,5
-74.0,-66.0,-36.0,-60.0,-81.0,5
-82.0,-66.0,-44.0,-62.0,-75.0,5
-73.0,-58.0,-40.0,-59.0,-72.0,5
-73.0,-65.0,-44.0,-55.0,-74.0,5
-71.0,-61.0,-38.0,-64.0,-78.0,5
-75.0,-58.0,-36.0,-56.0,-82.0,5
-72.0,-59.0,-39.0,-52.0,-82.0,5
-72.0,-68.0,-43.0,-56.0,-79.0,5
-75.0,-71.0,-46.0,-49.0,-78.0,5
-83.0,-71.0,-49.0,-44.0,-78.0,6
-78.0,-73.0,-54.0,-57.0,-81.0,6
-79.0,-70.0,-52.0,-46.0,-79.0,6
-84.0,-76.0,-60.0,-52.0,-79.0,6
-76.0,-79.0,-67.0,-44.0,-80.0,6
-76.0,-79.0,-62.0,-43.0,-81.0,6
-78.0,-82.0,-58.0,-43.0,-84.0,6
-76.0,-78.0,-54.0,-48.0,-79.0,6
-80.0,-78.0,-54.0,-44.0,-79.0,6
-84.0,-75.0,-60.0,-43.0,-79.0,6
-84.0,-71.0,-54.0,-43.0,-78.0,6
-81.0,-69.0,-53.0,-47.0,-75.0,6
-77.0,-63.0,-53.0,-42.0,-79.0,6
-74.0,-61.0,-53.0,-41.0,-77.0,6
-75.0,-61.0,-52.0,-41.0,-79.0,6
-72.0,-65.0,-61.0,-42.0,-76.0,6
-82.0,-71.0,-57.0,-44.0,-81.0,6
